process,scenario,event_id,event_year,response_start,response_end,response_window_complete,anomaly_pre,t_min,anomaly_min,maximum_deficit,time_to_maximum_deficit,event_specific_incremental_loss,anomaly_end,recovered_amount,event_specific_recovery_fraction,event_specific_recovery_status,half_recovery_target,half_recovery_year,half_recovery_time,half_recovery_status,anomaly_event_year,initial_anomaly_change,initial_event_year_loss
npp,4y,1,1980,1980,1983,TRUE,0,1983,-0.016789298855863735,0.016789298855863735,3,0.016789298855863735,-0.016789298855863735,0,0,No recovery,-0.008394649427931868,NA,NA,Not observed before next drought,-0.012168046622996182,-0.012168046622996182,0.012168046622996182
npp,4y,2,1984,1984,1987,TRUE,-0.016789298855863735,1987,-0.03482251810041267,0.03482251810041267,3,0.018033219244548933,-0.03482251810041267,0,0,No recovery,-0.0258059084781382,NA,NA,Not observed before next drought,-0.014225280825638564,0.002564018030225171,0
npp,4y,3,1988,1988,1991,TRUE,-0.03482251810041267,1991,-0.07213390214997448,0.07213390214997448,3,0.03731138404956181,-0.07213390214997448,0,0,No recovery,-0.053478210125193576,NA,NA,Not observed before next drought,-0.04400352422977511,-0.009181006129362443,0.009181006129362443
npp,4y,4,1992,1992,1995,TRUE,-0.07213390214997448,1995,-0.41068842099306413,0.41068842099306413,3,0.3385545188430896,-0.41068842099306413,0,0,No recovery,-0.24141116157151932,NA,NA,Not observed before next drought,-0.32790354231110347,-0.255769640161129,0.255769640161129
npp,4y,5,1996,1996,1999,TRUE,-0.41068842099306413,1998,-0.5227700449473045,0.5227700449473045,2,0.11208162395424037,-0.4373601882365384,0.08540985671076612,0.7620326481496775,Partial recovery,-0.4667292329701843,1999,1,Observed,-0.3040555597352793,0.10663286125778482,0
npp,4y,6,2000,2000,2003,TRUE,-0.4373601882365384,2002,-0.5895319380257856,0.5895319380257856,2,0.15217174978924725,-0.562139643976675,0.027392294049110588,0.1800090627008495,Partial recovery,-0.513446063131162,NA,NA,Not observed before next drought,-0.5346262618294503,-0.0972660735929119,0.0972660735929119
npp,4y,7,2004,2004,2007,TRUE,-0.562139643976675,2005,-0.6537400520565324,0.6537400520565324,1,0.091600408079857365,-0.5963608964739587,0.05737915558257367,0.6264072047861451,Partial recovery,-0.6079398480166037,2007,2,Observed,-0.6054793486502408,-0.04333970467356574,0.04333970467356574
npp,4y,8,2008,2008,2011,TRUE,-0.5963608964739587,2009,-0.6650587365828879,0.6650587365828879,1,0.06869784010892921,-0.4088219950496088,0.25623674153327913,3.729909719533875,Complete recovery,-0.6307098165284233,2010,1,Observed,-0.6097652167079611,-0.013404320234002398,0.013404320234002398
npp,4y,9,2012,2012,2015,TRUE,-0.4088219950496088,2013,-0.5618341507196307,0.5618341507196307,1,0.1530121556700219,-0.5044497275819932,0.057384423137637475,0.3750317933000679,Partial recovery,-0.48532807288461977,NA,NA,Not observed before next drought,-0.5221815266898812,-0.11335953164027235,0.11335953164027235
npp,4y,10,2016,2016,2016,FALSE,-0.5044497275819932,2016,-0.6061853185475431,0.6061853185475431,0,0.10173559096554985,-0.6061853185475431,0,0,No recovery,-0.5553175230647682,NA,NA,Not observed before simulation end,-0.6061853185475431,-0.10173559096554985,0.10173559096554985
npp,2y,1,1980,1980,1981,TRUE,0,1980,-0.012168046622996182,0.012168046622996182,0,0.012168046622996182,-0.011539552523020045,6.28494099976137e-4,0.05165119097985348,Partial recovery,-0.006084023311498091,NA,NA,Not observed before next drought,-0.012168046622996182,-0.012168046622996182,0.012168046622996182
npp,2y,2,1982,1982,1983,TRUE,-0.011539552523020045,1982,-0.047154925905420426,0.047154925905420426,0,0.03561537338240038,-0.031030943835718413,0.016123982069702014,0.4527253412895513,Partial recovery,-0.029347239214220236,NA,NA,Not observed before next drought,-0.047154925905420426,-0.03561537338240038,0.03561537338240038
npp,2y,3,1984,1984,1985,TRUE,-0.031030943835718413,1985,-0.04653049224976762,0.04653049224976762,1,0.01549954841404921,-0.04653049224976762,0,0,No recovery,-0.038780718042743016,NA,NA,Not observed before next drought,-0.04569913450741749,-0.01466819067169908,0.01466819067169908
npp,2y,4,1986,1986,1987,TRUE,-0.04653049224976762,1987,-0.13751748215814785,0.13751748215814785,1,0.09098698990838022,-0.13751748215814785,0,0,No recovery,-0.09202398720395774,NA,NA,Not observed before next drought,-0.0629912369949611,-0.016460744745193483,0.016460744745193483
npp,2y,5,1988,1988,1989,TRUE,-0.13751748215814785,1988,-0.3737896188916417,0.3737896188916417,0,0.23627213673349384,-0.3344947650293558,0.03929485386228587,0.16631184025989912,Partial recovery,-0.2556535505248948,NA,NA,Not observed before next drought,-0.3737896188916417,-0.23627213673349384,0.23627213673349384
npp,2y,6,1990,1990,1991,TRUE,-0.3344947650293558,1990,-0.5867941012348564,0.5867941012348564,0,0.2522993362055006,-0.5813171428958998,0.005476958338956672,0.021708175777742155,Partial recovery,-0.4606444331321061,NA,NA,Not observed before next drought,-0.5867941012348564,-0.2522993362055006,0.2522993362055006
npp,2y,7,1992,1992,1993,TRUE,-0.5813171428958998,1992,-0.659792521094919,0.659792521094919,0,0.07847537819901929,-0.62755902690623,0.03223349418868904,0.41074659247824896,Partial recovery,-0.6205548319954094,NA,NA,Not observed before next drought,-0.659792521094919,-0.07847537819901929,0.07847537819901929
npp,2y,8,1994,1994,1995,TRUE,-0.62755902690623,1995,-0.7180448864484983,0.7180448864484983,1,0.09048585954226829,-0.7180448864484983,0,0,No recovery,-0.6728019566773642,NA,NA,Not observed before next drought,-0.6715636326878863,-0.044004605781656325,0.044004605781656325
npp,2y,9,1996,1996,1997,TRUE,-0.7180448864484983,1997,-0.727392201469462,0.727392201469462,1,0.009347315020963753,-0.727392201469462,0,0,No recovery,-0.7227185439589802,NA,NA,Not observed before next drought,-0.6377872762851471,0.0802576101633512,0
npp,2y,10,1998,1998,1999,TRUE,-0.727392201469462,1998,-0.7997744432995633,0.7997744432995633,0,0.07238224183010122,-0.5224865012320318,0.2772879420675315,3.8308835849322533,Complete recovery,-0.7635833223845127,1999,1,Observed,-0.7997744432995633,-0.07238224183010122,0.07238224183010122
npp,2y,11,2000,2000,2001,TRUE,-0.5224865012320318,2001,-0.5164167668831058,0.5164167668831058,1,0,-0.5164167668831058,0,NA,No incremental loss,NA,NA,NA,Not applicable: no incremental loss,-0.42892089683814477,0.093565604393887,0
npp,2y,12,2002,2002,2003,TRUE,-0.5164167668831058,2003,-0.6865617688774136,0.6865617688774136,1,0.17014500199430782,-0.6865617688774136,0,0,No recovery,-0.6014892678802597,NA,NA,Not observed before next drought,-0.5985373137057844,-0.08212054682267866,0.08212054682267866
npp,2y,13,2004,2004,2005,TRUE,-0.6865617688774136,2005,-0.7999534422292618,0.7999534422292618,1,0.11339167335184819,-0.7999534422292618,0,0,No recovery,-0.7432576055533378,NA,NA,Not observed before next drought,-0.7954760758913983,-0.10891430701398475,0.10891430701398475
npp,2y,14,2006,2006,2007,TRUE,-0.7999534422292618,2007,-1,1,1,0.2000465577707382,-1,0,0,No recovery,-0.8999767211146309,NA,NA,Not observed before next drought,-0.8564251077265986,-0.05647166549733684,0.05647166549733684
photo,8y,1,1980,1980,1987,TRUE,0,1983,-0.01440220222891366,0.01440220222891366,3,0.01440220222891366,-0.010325902229450085,0.004076299999463575,0.28303310387352093,Partial recovery,-0.00720110111445683,1984,1,Observed,-0.006990590006066003,-0.006990590006066003,0.006990590006066003
photo,8y,2,1988,1988,1995,TRUE,-0.010325902229450085,1992,-0.024866438245595642,0.024866438245595642,4,0.014540536016145557,-0.017983617414609358,0.0068828208309862846,0.47335399625871566,Partial recovery,-0.017596170237522864,1994,2,Observed,-0.011288631469632337,-9.627292401822515e-4,9.627292401822515e-4
photo,8y,3,1996,1996,2003,TRUE,-0.017983617414609358,1997,-0.060045999761021325,0.060045999761021325,1,0.042062382346411964,-0.04172830284752143,0.018317696913499895,0.4354888118947082,Partial recovery,-0.03901480858781534,1999,2,Observed,-0.017022521287890186,9.610961267191714e-4,0
photo,8y,4,2004,2004,2011,TRUE,-0.04172830284752143,2010,-0.24239193923293656,0.24239193923293656,6,0.20066363638541512,-0.19379532372891203,0.048596615504024526,0.24217948194004066,Partial recovery,-0.142060121040229,NA,NA,Not observed before next drought,-0.09060115524592587,-0.048872852398404436,0.048872852398404436
photo,8y,5,2012,2012,2016,FALSE,-0.19379532372891203,2015,-0.4482649519167923,0.4482649519167923,3,0.2544696281878802,-0.41215568095833144,0.03610927095846084,0.14190012071617683,Partial recovery,-0.32103013782285217,NA,NA,Not observed before simulation end,-0.42489249692239695,-0.2310971731934849,0.2310971731934849
photo,6y,1,1980,1980,1985,TRUE,0,1983,-0.01440220222891366,0.01440220222891366,3,0.01440220222891366,-0.00637452853405376,0.0080276736948599,0.5573920965186597,Partial recovery,-0.00720110111445683,1984,1,Observed,-0.006990590006066003,-0.006990590006066003,0.006990590006066003
photo,6y,2,1986,1986,1991,TRUE,-0.00637452853405376,1989,-0.024285357140634345,0.024285357140634345,3,0.017910828606580585,-0.024217184323424814,6.817281720953097e-5,0.0038062346922622956,Partial recovery,-0.015329942837344053,1990,1,Observed,-0.01632641780118289,-0.00995188926712913,0.00995188926712913
photo,6y,3,1992,1992,1997,TRUE,-0.024217184323424814,1993,-0.06439172933605765,0.06439172933605765,1,0.04017454501263283,-0.06215879860739504,0.0022329307286626104,0.055580734715488835,Partial recovery,-0.04430445682974123,1996,3,Observed,-0.0632988934092777,-0.039081709085852886,0.039081709085852886
photo,6y,4,1998,1998,2003,TRUE,-0.06215879860739504,2003,-0.24613246756948148,0.24613246756948148,5,0.18397366896208645,-0.24613246756948148,0,0,No recovery,-0.15414563308843826,NA,NA,Not observed before next drought,-0.1366529475857343,-0.07449414897833925,0.07449414897833925
photo,6y,5,2004,2004,2009,TRUE,-0.24613246756948148,2005,-0.4038566707701369,0.4038566707701369,1,0.15772420320065544,-0.36769737380550893,0.036159296964627996,0.2292564884200203,Partial recovery,-0.3249945691698092,2008,3,Observed,-0.401669386100598,-0.1555369185311165,0.1555369185311165
photo,6y,6,2010,2010,2015,TRUE,-0.36769737380550893,2012,-0.5086034068492763,0.5086034068492763,2,0.14090603304376736,-0.47686644483940427,0.03173696200987203,0.22523494079216672,Partial recovery,-0.4381503903273926,2014,2,Observed,-0.4494766483711646,-0.08177927456565565,0.08177927456565565
photo,6y,7,2016,2016,2016,FALSE,-0.47686644483940427,2016,-0.4892410956363992,0.4892410956363992,0,0.012374650796994957,-0.4892410956363992,0,0,No recovery,-0.48305377023790175,NA,NA,Not observed before simulation end,-0.4892410956363992,-0.012374650796994957,0.012374650796994957
photo,4y,1,1980,1980,1983,TRUE,0,1983,-0.01440220222891366,0.01440220222891366,3,0.01440220222891366,-0.01440220222891366,0,0,No recovery,-0.00720110111445683,NA,NA,Not observed before next drought,-0.006990590006066003,-0.006990590006066003,0.006990590006066003
photo,4y,2,1984,1984,1987,TRUE,-0.01440220222891366,1987,-0.018608521396125607,0.018608521396125607,3,0.0042063191672119474,-0.018608521396125607,0,0,No recovery,-0.016505361812519635,NA,NA,Not observed before next drought,-0.011369607728291174,0.0030325945006224857,0
photo,4y,3,1988,1988,1991,TRUE,-0.018608521396125607,1991,-0.05088748937332849,0.05088748937332849,3,0.03227896797720288,-0.05088748937332849,0,0,No recovery,-0.03474800538472705,NA,NA,Not observed before next drought,-0.03515245094302968,-0.01654392954690407,0.01654392954690407
photo,4y,4,1992,1992,1995,TRUE,-0.05088748937332849,1995,-0.3109441606883702,0.3109441606883702,3,0.26005667131504173,-0.3109441606883702,0,0,No recovery,-0.18091582503084935,NA,NA,Not observed before next drought,-0.22943003494757966,-0.17854254557425117,0.17854254557425117
photo,4y,5,1996,1996,1999,TRUE,-0.3109441606883702,1998,-0.401004605092083,0.401004605092083,2,0.0900604444037128,-0.3360009706030951,0.06500363448898794,0.7217778561873066,Partial recovery,-0.35597438289022665,1999,1,Observed,-0.22358081337704466,0.08736334731132556,0
photo,4y,6,2000,2000,2003,TRUE,-0.3360009706030951,2002,-0.45960084450555794,0.45960084450555794,2,0.12359987390246285,-0.43427429384647254,0.0253265506590854,0.20490757684001765,Partial recovery,-0.3978009075543265,NA,NA,Not observed before next drought,-0.41786314379409656,-0.08186217319100147,0.08186217319100147
photo,4y,7,2004,2004,2007,TRUE,-0.43427429384647254,2005,-0.5146231509495226,0.5146231509495226,1,0.08034885710305006,-0.4724006748398083,0.0422224761097143,0.525489442314812,Partial recovery,-0.47444872239799757,2007,2,Observed,-0.4704087917646812,-0.03613449791820866,0.03613449791820866
photo,4y,8,2008,2008,2011,TRUE,-0.4724006748398083,2009,-0.5393381174340479,0.5393381174340479,1,0.06693744259423962,-0.3178008557885433,0.22153726164550464,3.309616457688948,Complete recovery,-0.505869396136928,2010,1,Observed,-0.4816197971281504,-0.009219122288342096,0.009219122288342096
photo,4y,9,2012,2012,2015,TRUE,-0.3178008557885433,2013,-0.436547077470541,0.436547077470541,1,0.11874622168199772,-0.3960576788504414,0.04048939862009959,0.34097420571856313,Partial recovery,-0.37717396662954217,NA,NA,Not observed before next drought,-0.4095010042217208,-0.09170014843317753,0.09170014843317753
photo,4y,10,2016,2016,2016,FALSE,-0.3960576788504414,2016,-0.485213723021462,0.485213723021462,0,0.08915604417102058,-0.485213723021462,0,0,No recovery,-0.4406357009359517,NA,NA,Not observed before simulation end,-0.485213723021462,-0.08915604417102058,0.08915604417102058
photo,2y,1,1980,1980,1981,TRUE,0,1981,-0.00864668727493186,0.00864668727493186,1,0.00864668727493186,-0.00864668727493186,0,0,No recovery,-0.00432334363746593,NA,NA,Not observed before next drought,-0.006990590006066003,-0.006990590006066003,0.006990590006066003
photo,2y,2,1982,1982,1983,TRUE,-0.00864668727493186,1983,-0.03260686929966187,0.03260686929966187,1,0.023960182024730006,-0.03260686929966187,0,0,No recovery,-0.020626778287296865,NA,NA,Not observed before next drought,-0.030938502864737177,-0.022291815589805315,0.022291815589805315
photo,2y,3,1984,1984,1985,TRUE,-0.03260686929966187,1985,-0.035977746662025405,0.035977746662025405,1,0.0033708773623635363,-0.035977746662025405,0,0,No recovery,-0.034292307980843637,NA,NA,Not observed before next drought,-0.027211716125042428,0.00539515317461944,0
photo,2y,4,1986,1986,1987,TRUE,-0.035977746662025405,1987,-0.09682693026489035,0.09682693026489035,1,0.06084918360286495,-0.09682693026489035,0,0,No recovery,-0.06640233846345787,NA,NA,Not observed before next drought,-0.04108653390757118,-0.005108787245545775,0.005108787245545775
photo,2y,5,1988,1988,1989,TRUE,-0.09682693026489035,1988,-0.27927891589294224,0.27927891589294224,0,0.18245198562805187,-0.25196824622080227,0.027310669672139964,0.14968688654238996,Partial recovery,-0.1880529230789163,NA,NA,Not observed before next drought,-0.27927891589294224,-0.18245198562805187,0.18245198562805187
photo,2y,6,1990,1990,1991,TRUE,-0.25196824622080227,1990,-0.4540606160103182,0.4540606160103182,0,0.20209236978951595,-0.45213717262051356,0.0019234433898046577,0.00951764478692575,Partial recovery,-0.35301443111556025,NA,NA,Not observed before next drought,-0.4540606160103182,-0.20209236978951595,0.20209236978951595
photo,2y,7,1992,1992,1993,TRUE,-0.45213717262051356,1992,-0.5200607786406461,0.5200607786406461,0,0.06792360602013259,-0.4992366972845963,0.02082408135604985,0.3065809160644031,Partial recovery,-0.48609897563057985,NA,NA,Not observed before next drought,-0.5200607786406461,-0.06792360602013259,0.06792360602013259
photo,2y,8,1994,1994,1995,TRUE,-0.4992366972845963,1995,-0.579183591456781,0.579183591456781,1,0.0799468941721847,-0.579183591456781,0,0,No recovery,-0.5392101443706887,NA,NA,Not observed before next drought,-0.5356800018578871,-0.03644330457329081,0.03644330457329081
photo,2y,9,1996,1996,1997,TRUE,-0.579183591456781,1997,-0.5949591577119026,0.5949591577119026,1,0.015775566255121554,-0.5949591577119026,0,0,No recovery,-0.5870713745843418,NA,NA,Not observed before next drought,-0.5071328125916225,0.07205077886515854,0
photo,2y,10,1998,1998,1999,TRUE,-0.5949591577119026,1998,-0.6750932596651134,0.6750932596651134,0,0.0801341019532108,-0.42946805691033363,0.24562520275477973,3.0651769567243283,Complete recovery,-0.6350262086885079,1999,1,Observed,-0.6750932596651134,-0.0801341019532108,0.0801341019532108
photo,2y,11,2000,2000,2001,TRUE,-0.42946805691033363,2001,-0.414963544023033,0.414963544023033,1,0,-0.414963544023033,0,NA,No incremental loss,NA,NA,NA,Not applicable: no incremental loss,-0.33551306153209604,0.0939549953782376,0
photo,2y,12,2002,2002,2003,TRUE,-0.414963544023033,2003,-0.561206435865008,0.561206435865008,1,0.14624289184197498,-0.561206435865008,0,0,No recovery,-0.4880849899440205,NA,NA,Not observed before next drought,-0.47744577020051177,-0.062482226177478783,0.062482226177478783
photo,2y,13,2004,2004,2005,TRUE,-0.561206435865008,2005,-0.6631636774701216,0.6631636774701216,1,0.10195724160511366,-0.6631636774701216,0,0,No recovery,-0.6121850566675648,NA,NA,Not observed before next drought,-0.658009061284279,-0.0968026254192711,0.0968026254192711
photo,2y,14,2006,2006,2007,TRUE,-0.6631636774701216,2007,-1,1,1,0.3368363225298784,-1,0,0,No recovery,-0.8315818387350609,NA,NA,Not observed before next drought,-0.7454955226015131,-0.08233184513139147,0.08233184513139147
cleaf,8y,1,1980,1980,1987,TRUE,0,1983,-0.010530043755348797,0.010530043755348797,3,0.010530043755348797,-0.004742907960237343,0.005787135795111454,0.5495832619092247,Partial recovery,-0.005265021877674398,1984,1,Observed,0.002156896400335298,0.002156896400335298,0
cleaf,8y,2,1988,1988,1995,TRUE,-0.004742907960237343,1989,-0.014793863907491354,0.014793863907491354,1,0.010050955947254012,-0.0133673663216744,0.0014264975858169545,0.1419265583595243,Partial recovery,-0.009768385933864348,1990,1,Observed,5.132228941481422e-4,0.0052561308543854855,0
cleaf,8y,3,1996,1996,2003,TRUE,-0.0133673663216744,1998,-0.0306517679885756,0.0306517679885756,2,0.0172844016669012,-0.023197696308803483,0.007454071679772117,0.4312600356913891,Partial recovery,-0.022009567155125,1999,1,Observed,0.008250865431910604,0.021618231753585,0
cleaf,8y,4,2004,2004,2011,TRUE,-0.023197696308803483,2011,-0.12264097383502004,0.12264097383502004,7,0.09944327752621655,-0.12264097383502004,0,0,No recovery,-0.07291933507191176,NA,NA,Not observed before next drought,-0.03200705994977295,-0.008809363640969469,0.008809363640969469
cleaf,8y,5,2012,2012,2016,FALSE,-0.12264097383502004,2015,-0.22910786348480977,0.22910786348480977,3,0.10646688964978973,-0.19518137920790213,0.03392648427690764,0.3186576069659291,Partial recovery,-0.1758744186599149,NA,NA,Not observed before simulation end,-0.19916759062857933,-0.0765266167935593,0.0765266167935593
cleaf,6y,1,1980,1980,1985,TRUE,0,1983,-0.010530043755348797,0.010530043755348797,3,0.010530043755348797,-0.001686964161140247,0.00884307959420855,0.8397951423247085,Partial recovery,-0.005265021877674398,1984,1,Observed,0.002156896400335298,0.002156896400335298,0
cleaf,6y,2,1986,1986,1991,TRUE,-0.001686964161140247,1989,-0.031119750806095976,0.031119750806095976,3,0.02943278664495573,-0.014861436106557248,0.01625831469953873,0.5523878827941398,Partial recovery,-0.01640335748361811,1990,1,Observed,-0.005468660983469145,-0.003781696822328898,0.003781696822328898
cleaf,6y,3,1992,1992,1997,TRUE,-0.014861436106557248,1994,-0.04142182558023542,0.04142182558023542,2,0.02656038947367817,-0.016393159397565808,0.02502866618266961,0.942330541028906,Partial recovery,-0.028141630843396333,1995,1,Observed,-0.01211287062294953,0.002748565483607718,0
cleaf,6y,4,1998,1998,2003,TRUE,-0.016393159397565808,2003,-0.10558489396451687,0.10558489396451687,5,0.08919173456695106,-0.10558489396451687,0,0,No recovery,-0.060989026681041336,NA,NA,Not observed before next drought,-0.04412688762693678,-0.02773372822937097,0.02773372822937097
cleaf,6y,5,2004,2004,2009,TRUE,-0.10558489396451687,2004,-0.2003591986445108,0.2003591986445108,0,0.09477430467999393,-0.19284776725288322,0.0075114313916275766,0.07925599050280532,Partial recovery,-0.15297204630451383,2008,4,Observed,-0.2003591986445108,-0.09477430467999393,0.09477430467999393
cleaf,6y,6,2010,2010,2015,TRUE,-0.19284776725288322,2012,-0.250348310157031,0.250348310157031,2,0.0575005429041478,-0.22056381846261855,0.029784491694412468,0.5179862691742335,Partial recovery,-0.22159803870495712,2013,1,Observed,-0.19691994039108618,-0.004072173138202961,0.004072173138202961
cleaf,6y,7,2016,2016,2016,FALSE,-0.22056381846261855,2016,-0.23323497047927944,0.23323497047927944,0,0.012671152016660886,-0.23323497047927944,0,0,No recovery,-0.22689939447094898,NA,NA,Not observed before simulation end,-0.23323497047927944,-0.012671152016660886,0.012671152016660886
cleaf,4y,1,1980,1980,1983,TRUE,0,1983,-0.010530043755348797,0.010530043755348797,3,0.010530043755348797,-0.010530043755348797,0,0,No recovery,-0.005265021877674398,NA,NA,Not observed before next drought,0.002156896400335298,0.002156896400335298,0
cleaf,4y,2,1984,1984,1987,TRUE,-0.010530043755348797,1986,-0.0065593636806189366,0.0065593636806189366,2,0,0.0059537253003514165,0.012513088980970352,NA,No incremental loss,NA,NA,NA,Not applicable: no incremental loss,-0.0034594699461669405,0.007070573809181856,0
cleaf,4y,3,1988,1988,1991,TRUE,0.0059537253003514165,1989,-0.032961144195180606,0.032961144195180606,1,0.03891486949553202,-0.02156204512246555,0.011399099072715056,0.2929239959040293,Partial recovery,-0.013503709447414594,1990,1,Observed,-0.014392709438860004,-0.02034643473921142,0.02034643473921142
cleaf,4y,4,1992,1992,1995,TRUE,-0.02156204512246555,1995,-0.13896893897447143,0.13896893897447143,3,0.11740689385200588,-0.13896893897447143,0,0,No recovery,-0.0802654920484685,NA,NA,Not observed before next drought,-0.06351490169283315,-0.0419528565703676,0.0419528565703676
cleaf,4y,5,1996,1996,1999,TRUE,-0.13896893897447143,1997,-0.1970071026603394,0.1970071026603394,1,0.05803816368586798,-0.1552647069346906,0.041742395725648807,0.7192232330364526,Partial recovery,-0.16798802081740544,1999,2,Observed,-0.08266682578904536,0.05630211318542608,0
cleaf,4y,6,2000,2000,2003,TRUE,-0.1552647069346906,2001,-0.22377516246970833,0.22377516246970833,1,0.06851045553501772,-0.1997465287236868,0.024028633746021516,0.35072944061421063,Partial recovery,-0.18951993470219947,NA,NA,Not observed before next drought,-0.20348812929569035,-0.048223422360999746,0.048223422360999746
cleaf,4y,7,2004,2004,2007,TRUE,-0.1997465287236868,2007,-0.24827317266715937,0.24827317266715937,3,0.04852664394347256,-0.24827317266715937,0,0,No recovery,-0.2240098506954231,NA,NA,Not observed before next drought,-0.20660655613259657,-0.006860027408909758,0.006860027408909758
cleaf,4y,8,2008,2008,2011,TRUE,-0.24827317266715937,2009,-0.2906273313336767,0.2906273313336767,1,0.042354158666517316,-0.10024926574579805,0.19037806558787862,4.494908447759587,Complete recovery,-0.26945025200041806,2010,1,Observed,-0.2377430823269494,0.010530090340209963,0
cleaf,4y,9,2012,2012,2015,TRUE,-0.10024926574579805,2012,-0.16574480089411014,0.16574480089411014,0,0.06549553514831209,-0.15585952835150435,0.009885272542605794,0.15093047976813959,Partial recovery,-0.1329970333199541,NA,NA,Not observed before next drought,-0.16574480089411014,-0.06549553514831209,0.06549553514831209
cleaf,4y,10,2016,2016,2016,FALSE,-0.15585952835150435,2016,-0.20901623853053214,0.20901623853053214,0,0.05315671017902779,-0.20901623853053214,0,0,No recovery,-0.18243788344101824,NA,NA,Not observed before simulation end,-0.20901623853053214,-0.05315671017902779,0.05315671017902779
cleaf,2y,1,1980,1980,1981,TRUE,0,1981,-0.003987950172191445,0.003987950172191445,1,0.003987950172191445,-0.003987950172191445,0,0,No recovery,-0.0019939750860957224,NA,NA,Not observed before next drought,0.002156896400335298,0.002156896400335298,0
cleaf,2y,2,1982,1982,1983,TRUE,-0.003987950172191445,1983,-0.0353964456558035,0.0353964456558035,1,0.031408495483612055,-0.0353964456558035,0,0,No recovery,-0.019692197913997473,NA,NA,Not observed before next drought,-0.004144054480239231,-1.5610430804778586e-4,1.5610430804778586e-4
